service_request_id,requested_datetime,updated_datetime,e,n,service_code,status,detail,year_requested,month_requested,processing_time_days
63037,2024-11-05 15:05:23,2024-11-11 13:49:23,2683038,1246549,Grünflächen/Spielplätze,fixed - council,Bitte entfernen!,2024,11,5.947222222222222
63038,2024-11-05 16:47:02,2024-11-06 07:01:27,2683515,1247397,Abfall/Sammelstelle,fixed - council,Abfallsäcke stapeln sich,2024,11,0.5933449074074074
63040,2024-11-05 17:25:12,2024-11-06 10:46:42,2685338,1250829,Beleuchtung/Uhren,fixed - council,"Seit neustem spielen hier jeden Abend kleine kinder auf der strasse, was ja ganz schön ist. Dass keine Erwachsene Person aufsicht hält, geht mich nichts an.. jedoch bitte die strasse heller ausleuchten oder aber gleich ein fahrverbot dieser strasse erwirken. Wenn man von ob her kommt, sieht man die kinder überhaupt nicht. Ein auto hat zwar licht, die fshrräder meistens nicht. Meistens fahre ich die strasse mit hoher geschwindigkeit auf dem fahrrad herunter, weil hier selten was los ist.. Eine signalisation oder/und helleres licht in dieser kurve wären etwas für die sicherhwit der spielenden kindern. Und vielleicht eine erwachsene aufsichtsperson. Schliesslich ist dies (noch?) immer eine strasse und kein spielplatz. Danke",2024,11,0.7232638888888889
63041,2024-11-05 17:45:13,2024-11-08 13:18:07,2682011,1250180,Beleuchtung/Uhren,fixed - council,2 Strassenlampen Höhe Corrodisteig 6 defekt.,2024,11,2.814513888888889
63042,2024-11-05 18:10:48,2024-11-06 10:57:04,2685517,1250929,Allgemein,external,"Leider steht die werbetafel noch immer mitten auf dem trottoir. Man wird beim kreuzen behindert und wenn ein fahrrad kreuzen möchte, das macht es obwohl verboten, interessiert hier nur niemanden, wirds gefährlich. Erst recht wenn da noch e-velos und e-töffs ungebremst vorbeirasen. Bitte platz schaffen, danke!",2024,11,0.6987962962962962
63043,2024-11-05 18:11:46,2024-11-06 10:52:04,2685553,1250947,Allgemein,external,"Die gemüsetheke des supermarktes ragt leider noch immer meterweit auf den gehweg! Man wird beim kreuzen behindert und wenn ein fahrrad kreuzen möchte, das macht es obwohl verboten, interessiert hier nur niemanden, wirds gefährlich. Erst recht wenn da noch e-velos und e-töffs ungebremst vorbeirasen. Bitte platz schaffen, danke!",2024,11,0.6946527777777778
63044,2024-11-05 19:31:41,2024-11-06 07:05:00,2682114,1245766,Abfall/Sammelstelle,fixed - council,Abfall,2024,11,0.4814699074074074
63045,2024-11-05 19:45:03,2024-11-06 06:22:04,2681040,1252770,Beleuchtung/Uhren,external,"Beim Veloabstellplatz der Sportanlage Fronwald funktionieren beide Strassenlampen nicht. Dabei ist er eh schon dunkel. Man sieht sein Veloschloss gar nicht, und für meine Tochter ist es auch etwas creepy beim Weg ins/vom Training.",2024,11,0.4423726851851852
63047,2024-11-05 20:08:06,2024-11-06 07:09:41,2681700,1247874,Abfall/Sammelstelle,fixed - council,Sack mit Abfall auf Gehweg,2024,11,0.4594328703703704
63048,2024-11-05 21:15:14,2024-11-07 07:44:17,2685122,1251645,Beleuchtung/Uhren,fixed - council,Beleuchtung funktioniert nicht,2024,11,1.4368402777777778
63049,2024-11-05 21:18:07,2024-11-07 08:05:05,2683802,1247966,Strasse/Trottoir/Platz,fixed - council,"Velopumpe, die ich vor drei Wochen verwendet habe, funktioniert nicht, sondern lässt sogar die Luft aus dem Schlauch heraustreten.",2024,11,1.4492824074074073
63050,2024-11-05 21:32:37,2024-11-06 09:58:25,2683644,1246830,Grünflächen/Spielplätze,fixed - council,In der st Urbangasse füttert jemand fast täglich Tauben. Frühmorgends liegen weit verstreut Maiskörner herum.,2024,11,0.5179166666666667
63051,2024-11-05 22:04:29,2024-11-07 08:02:05,2684716,1252001,Strasse/Trottoir/Platz,external,"Guten Tag die Bodenwelle aufgrund eines Baumes wird immer grösser. Da viele hier mit dem Velo fahren, ist es es für viele ein Hindernis. Können Sie den Weg wieder ausebnen? Besten Dank!",2024,11,1.415
63052,2024-11-05 23:19:33,2024-11-07 08:05:56,2683061,1247585,Strasse/Trottoir/Platz,fixed - council,Sxhaden im Belag. Tiefe ca. 1.5cm. Liegt in der Gehstrecke von Passanten und kann v.a. für ältere Menschen gefährlich sein. Bitte reparieren. Vielen Dank.,2024,11,1.3655439814814814
63053,2024-11-05 23:36:38,2024-11-07 08:12:02,2678884,1247990,Strasse/Trottoir/Platz,fixed - council,Aufbrechender Belag mitten in der Strasse. Hat mittlerweile eine rechte Grösse erreicht. Sollte wohl mal gefüllt werden... besten Dank.,2024,11,1.3579166666666667
63054,2024-11-05 23:41:14,2024-11-08 15:05:15,2678876,1247996,Strasse/Trottoir/Platz,fixed - council,Pfosten wurde angefahren und ist in der Folge abgeknickt. Verankerung nun kaputt. Könnte umstürzen...,2024,11,2.641678240740741
63055,2024-11-06 05:52:55,2024-11-06 14:24:36,2683089,1249184,Abfall/Sammelstelle,fixed - council,"Guten tag, <br/>  <br/> Rotes dreieck  <br/>  <br/> Bitte so rasch wie möglich reinigen.",2024,11,0.35533564814814816
63056,2024-11-06 05:56:52,2024-11-07 20:49:22,2683093,1249181,VBZ/ÖV,fixed - council,"Guten tag, <br/>  <br/> Die tramhaltestelle ist extrem dreckig: zigaretten, erbrochenes überall, kübel überfüllt. <br/>  <br/> Mfg",2024,11,1.6197916666666667
63058,2024-11-06 10:16:23,2024-11-06 10:41:31,2681180,1247071,Abfall/Sammelstelle,fixed - council,Wilder Müll,2024,11,0.017453703703703704
63060,2024-11-06 11:02:19,2024-11-07 08:04:58,2683898,1248352,Signalisation/Lichtsignal,fixed - council,Abschluss HV- Linie fehlt,2024,11,0.8768402777777777
63063,2024-11-06 11:32:59,2024-11-07 09:31:22,2682264,1247062,Abfall/Sammelstelle,fixed - council,"Wir haben Ihnen dieses Problem ,dass das Trottoir nicht gereinigt wird schon im Oktober Oktober gemeldet ,ist aber leider bis jetzt immer noch nicht gereinigt , schauen Sie mal die Bilder an wie es jetzt aussieht",2024,11,0.9155439814814815
63064,2024-11-06 14:09:12,2024-11-07 10:12:55,2684606,1248888,Strasse/Trottoir/Platz,fixed - council,Gullideckel herausgehoben und verkeilt,2024,11,0.8359143518518518
63065,2024-11-06 14:27:38,2024-11-06 16:27:05,2681483,1247314,Allgemein,external,Der bmw steht immer noch da. wann wird dieser endich entfernt? danke,2024,11,0.0829513888888889
63066,2024-11-06 14:41:38,2024-11-11 14:17:05,2681456,1249240,Allgemein,external,Im Veloständer wachsen Bäume und ist bald nicht mehr brauchbar.,2024,11,4.982951388888889
63067,2024-11-06 14:45:25,2024-11-06 14:57:38,2682392,1243558,Abfall/Sammelstelle,fixed - council,Das Trottinett lag auf dem Trottoir. Eine blinde Frau ist darüber gestürzt. Ich hab Ihr aufgeholfen und das Trottinett in die Wiese gelegt.,2024,11,0.008483796296296297
63069,2024-11-06 14:51:58,2024-11-07 14:10:06,2681179,1247907,Signalisation/Lichtsignal,fixed - council,"Fussgänger und Kinder irren zwischen Baugruben und Baustellenfahrzeugen umher, um zu den Geschäften und Hauseingängen zu kommen. Keinerlei signalisation wie man von A nach B kommt, bzw. Zu den einzelnen Geschäften. <br/>  <br/> Bitte sichert die Baustelle besser ab, bevor es zu einem Unfall kommt. <br/>  <br/> Merci!",2024,11,0.970925925925926
63072,2024-11-06 16:06:27,2024-11-06 16:11:21,2685029,1246134,Abfall/Sammelstelle,fixed - council,Diverser Abfall,2024,11,0.0034027777777777776
63073,2024-11-06 16:10:16,2024-11-11 14:08:16,2681434,1247612,Grünflächen/Spielplätze,fixed - council,"Türe zu Spielplatz schliesst nicht mehr richtig, da Loch im Boden für den Bolzen durch einen Stein verstopft ist",2024,11,4.915277777777778
63074,2024-11-06 16:42:10,2024-11-07 09:34:49,2681678,1246711,Abfall/Sammelstelle,fixed - council,Ein paar scherben auf der strasse.... vielen dank....,2024,11,0.7032291666666667
63075,2024-11-06 16:48:39,2024-11-07 09:05:50,2685498,1251082,Abfall/Sammelstelle,fixed - council,"Guten Tag Wir hatten uns gefreut, als Sie in Aussicht stellten, bis zum 6.11. werde sie Sauerei an der Ecke Saatlenstrasse / Blauäcker beseitigt. Heute, am späteren Nachmittag des 6.11. sieht es aber leider nicht viel besser aus. Ein paar volle Plastiksäcke sind verschwunden, das ist alles.",2024,11,0.678599537037037
63076,2024-11-06 17:41:43,2024-11-07 09:36:59,2683215,1247474,Abfall/Sammelstelle,fixed - council,"Die Bänklis da wurden nie gereint, etwas entäuschend so.",2024,11,0.6633796296296296
63077,2024-11-06 17:55:29,2024-11-08 11:10:05,2682007,1250164,Beleuchtung/Uhren,fixed - council,"Strassenlampe am Corrodisteog 6 (die Lampe unterhalb der Lampe nr.6, direkt vor dem Veloständer/Schulhaus) geht nicht. Heute wurde die nr 6 geflickt, diese vor d3m Schulhaus leuchtete beim Test. Leider leuchtet sie bei Dunkelheit nicht",2024,11,1.7184722222222222
63078,2024-11-06 18:04:47,2024-11-12 09:58:03,2681302,1249226,Signalisation/Lichtsignal,fixed - council,"Die Linksabbieger-Ampel (zum Abbiegen in die Technoparkstrasse) ist zu lange grün. Dies führt dazu, dass zu Stosszeiten das jeweils letzte Auto in die Grünphase des Fuss- und Veloverkehrs reindrückt, und das nicht nur manchmal, sondern in jedem Zyklus (siehe Foto). Ausserdem ist der Schleichverkehr via Technopark-Schiffbaustrasse exorbitant, der Rückstau geht bis zum Turbinenplatz, wodurch diese Route wiederum für den Veloverkehr unbrauchbar ist.",2024,11,5.661990740740741
63079,2024-11-06 19:01:32,2024-11-07 06:07:04,2681299,1245234,Beleuchtung/Uhren,external,"Auf der Finnbahn funktioniert nur etwa jede vierte Lampe. Deshalb ist es zu dunkel um nach Dämmerung joggen zu gehen. Es wäre gut, man würde diese Lampen reparieren. Freundliche Grüsse, Martin Steiner",2024,11,0.46217592592592593
63080,2024-11-06 20:11:49,2024-11-07 09:02:05,2681457,1252149,Allgemein,external,"Trottoir wird abends als Lager für die Garage missbraucht, kein durchkommen",2024,11,0.5349074074074074
63081,2024-11-06 20:15:09,2024-11-07 09:37:07,2681883,1247948,Abfall/Sammelstelle,fixed - council,Styropor,2024,11,0.5569212962962963
63082,2024-11-06 22:20:12,2024-11-08 13:52:37,2679230,1249493,Strasse/Trottoir/Platz,fixed - council,"Mehrere kreisrunde Vertiefungen im Asphalt. Teilweise aufgefüllt, teilweise nicht. Für Fussgänger eine Stolpergefahr. Bitte ausbessern...",2024,11,1.647511574074074
63084,2024-11-06 22:28:59,2024-11-08 10:38:30,2685720,1245879,Beleuchtung/Uhren,fixed - council,Peitschenleuchte dunkel,2024,11,1.5066087962962964
63085,2024-11-06 22:43:57,2024-11-08 11:06:40,2685835,1246494,Beleuchtung/Uhren,fixed - council,Röhrenlampe in Unterführung blitzt vor sich hin. Schwarze Enden.,2024,11,1.515775462962963
63086,2024-11-06 23:52:06,2024-11-08 09:39:35,2683615,1247143,Beleuchtung/Uhren,fixed - council,Die Beleuchtung an der schlossergasse/frankengasse/trittligasse/neustadtgasse (oben ab neustadtgasse)ist nicht in betrieb! Dadurch ist es sehr unangenehm dunkel!,2024,11,1.4079745370370371
63087,2024-11-07 05:28:47,2024-11-08 05:57:29,2683300,1252518,Beleuchtung/Uhren,fixed - council,Lampe funktioniert nicht,2024,11,1.0199305555555556
63088,2024-11-07 05:37:52,2024-11-11 07:50:22,2683085,1249182,Graffiti,fixed - council,"Guten tag, <br/>  <br/> Auf hüfthöhe an der stange hat es ein rotes dreick als symbol der judenvernichtung. bitte reinigen. danke. mfg",2024,11,4.092013888888889
63089,2024-11-07 08:31:20,2024-11-07 09:02:05,2679957,1248817,Allgemein,external,"Hat sich langsam eingebürgert, dass man hier parkiert in der Begegnungszone. Früher war es gesperrt, deshalb unmöglich. Kontrollen viel zu selten.",2024,11,0.021354166666666667
63091,2024-11-07 09:26:27,2024-12-04 15:45:12,2684487,1246142,Signalisation/Lichtsignal,fixed - council,"Mittelstreifen fehlt auf 3/4 der Länge des Velostreifens für Linksabbieger, sodass ich als Velofahrerin immer sowohl vom Mit- wie auch vom Gegenverkehr angehupt werde.",2024,11,27.263020833333332
63092,2024-11-07 10:07:48,2024-11-07 11:04:39,2681779,1247833,Abfall/Sammelstelle,fixed - council,Teppich und Holz,2024,11,0.03947916666666667
63093,2024-11-07 10:51:56,2024-11-07 10:55:56,2679302,1249237,Abfall/Sammelstelle,fixed - council,Am 22. Oktober habe ich Ihnen gemeldet dass dieses herrenlose Fahrrad seit mehreren Wochen hier steht. Sie haben zurück geschrieben dass sie sich drum kümmern. Bis jetzt ist nichts passiert. Soviel zu Ihrer Zuverlässigkeit heute haben wir den 7. November,2024,11,0.002777777777777778
63094,2024-11-07 11:13:03,2024-12-23 15:15:57,2680394,1248353,Signalisation/Lichtsignal,fixed - council,Autofahrer achten in der Aus- und Einfahrt Letzigraben in die Badenerstrasse nicht auf Fussgänger. Markierung dahingehend ungenügend. Kann da etwas verbessert werden? Danke und Grüsse,2024,11,46.168680555555554
63096,2024-11-07 13:13:03,2024-11-12 13:45:37,2682233,1247793,Signalisation/Lichtsignal,fixed - council,Ich glaube die Signaltafeln zur 30er Zone könnten an der Bäckerstr. abgehängt werden. Die Anker ist ja nun auch t30 Zone (wenn ich das bei der Einfahrt beim Helvetiaplatz richtig gesehen habe),2024,11,5.022615740740741
63103,2024-11-07 17:24:31,2024-11-08 14:57:05,2683625,1247552,Allgemein,external,"Leider steht hier in der eh schon schmalen Gasse regelmäßig genau in der Mitte dieser Kundenstopper. Für Fussgänger, Behinderte und Velofahrende ist es jedesmal ein Ärgernis. Super wäre diesen beseitigen zu lassen. Besten Dank!",2024,11,0.8976157407407407
63105,2024-11-07 18:09:34,2024-11-08 07:05:15,2681257,1248078,Abfall/Sammelstelle,fixed - council,Entsorgung,2024,11,0.5386689814814815
63117,2024-11-08 15:56:09,2024-11-08 16:12:04,2682914,1253383,Abfall/Sammelstelle,fixed - council,E trotti im Fluss,2024,11,0.01105324074074074
63106,2024-11-07 18:21:48,2024-11-08 14:13:03,2679014,1247694,Strasse/Trottoir/Platz,fixed - council,Teile des Betonbelages links des Abfluss-Deckels scheinen sich stark abzusenken. Es sind mehrere starke Risse sichtbar. Bei der Platten-Grenze beträgt die Absenkung bereits ca. 2cm. Muss wohl mal repariert werden...,2024,11,0.8272569444444444
63107,2024-11-07 20:43:05,2024-11-08 12:30:16,2684486,1248486,Beleuchtung/Uhren,fixed - council,Strassenlaterne flackert.,2024,11,0.6577662037037038
63108,2024-11-08 00:14:02,2024-11-08 15:48:02,2682942,1251891,Beleuchtung/Uhren,fixed - council,Grüezi An der Birchstrasse ist die Laterne 39 defekt. Sie hat einen Wackelkontakt. Eine Nacht leuchtet sie eine andere Nacht nicht. Die letzten drei Nächte war gut jetzt ist sie wieder dunkel. Grüsse Paolo,2024,11,0.6486111111111111
63109,2024-11-08 05:39:45,2024-11-11 07:52:02,2683087,1249183,Graffiti,fixed - council,Rotes dreick der Judenvernichtung. Bitte heute noch reinigen. mfg,2024,11,3.091863425925926
63110,2024-11-08 08:26:46,2024-11-08 15:47:28,2682635,1249869,Beleuchtung/Uhren,fixed - council,"Guten Tag! Die Strassenlaterne Höhe Seminarstrasse 84 - Fürstweg tut nicht! Danke, dass Sie uns wieder Licht ins Dunkle bringen ;-)",2024,11,0.30604166666666666
63111,2024-11-08 09:18:20,2024-11-08 13:39:42,2682856,1250490,Abfall/Sammelstelle,fixed - council,Guten Tag <br/>  <br/> Leider wurde die Reinigung des Gehweg der Grebelackerstrasse seit längerer Zeit nicht vorgenommen <br/>  <br/> Da einige Zweiräder die dort dauerparker sind konnte die Saugkehrmaschine die gesamte Grebelackerstrasse nicht Reinigen. <br/>  <br/> Ich bitte sie höflich due Strasse zu beurteilen. <br/>  <br/> Freundliche Grüsse <br/> ,2024,11,0.18150462962962963
63112,2024-11-08 10:41:18,2024-11-08 10:43:42,2681288,1248109,Abfall/Sammelstelle,fixed - council,Ständer,2024,11,0.0016666666666666668
63113,2024-11-08 11:13:34,2024-12-20 11:30:15,2681235,1245664,Graffiti,fixed - council,Vor über 1 jahr gemeldet...danke,2024,11,42.01158564814815
63129,2024-11-09 10:42:05,2024-11-12 09:47:45,2684734,1246087,Strasse/Trottoir/Platz,fixed - council,Alte Teer Reste,2024,11,2.9622685185185187
63114,2024-11-08 11:42:38,2024-11-08 15:46:03,2682750,1249898,Beleuchtung/Uhren,fixed - council,Die Strassenlaterne an der Ecke Seminarstrasse/Fürstweg ist defekt. Meine Frau ist stark sehbehindert und dringend auf diese Beleuchtung zwecks Orientierung angewiesen.,2024,11,0.16903935185185184
63116,2024-11-08 14:59:45,2024-11-08 15:04:31,2681327,1248155,Abfall/Sammelstelle,fixed - council,Möbelstücke,2024,11,0.003310185185185185
63118,2024-11-08 16:16:00,2024-11-08 16:24:40,2683122,1253377,Abfall/Sammelstelle,fixed - council,E Trotti wild abgestellt,2024,11,0.0060185185185185185
63119,2024-11-08 16:22:09,2024-11-12 06:04:49,2683497,1247940,Strasse/Trottoir/Platz,fixed - council,Wie bereits bei der Meldung im Mai befindet sich hier erneut ein Schlagloch resp. ein Belagschaden im Gleisbereich.,2024,11,3.571296296296296
63120,2024-11-08 17:37:46,2024-11-11 07:22:33,2682157,1248199,Abfall/Sammelstelle,fixed - council,Seit mehreren Wochen liegt huer Abfall herum. bitte wenn möglich entsorgen.,2024,11,2.572766203703704
63121,2024-11-08 17:42:58,2024-11-11 07:23:17,2681738,1247745,Abfall/Sammelstelle,fixed - council,Kühlschrank und Möbel,2024,11,2.569664351851852
63122,2024-11-08 17:44:52,2024-11-11 07:41:56,2684711,1251167,Abfall/Sammelstelle,fixed - council,"Ganzes Sofa (und daneben diverser weiterer Abfall), vor der Einfahrt illegal deponiert...",2024,11,2.5812962962962964
63123,2024-11-08 22:38:29,2024-11-11 07:58:37,2683536,1247004,Abfall/Sammelstelle,fixed - council,Graffiti,2024,11,2.3889814814814816
63124,2024-11-09 00:31:33,2024-11-11 07:43:34,2681072,1248480,Abfall/Sammelstelle,fixed - council,Matratze,2024,11,2.300011574074074
63125,2024-11-09 08:39:35,2024-11-12 07:47:05,2681302,1248118,Allgemein,external,Der öffentliche Gehweg und Trottoir sowie die Strasse wird hier kontinuirlich von einer Privatperson gefilmt,2024,11,2.9635416666666665
63126,2024-11-09 08:53:35,2024-11-11 07:57:05,2681651,1243446,Abfall/Sammelstelle,external,"Liebes Team, <br/>  <br/> Da hat jemand sehr viel Abfall in die Sihl geschmissen. Wer es war habe ich nicht gesehen. Es ist mir grad beim Spaziergang mit meiner Tochter aufgefallen.",2024,11,1.960763888888889
63128,2024-11-09 09:06:40,2024-11-11 08:11:45,2685869,1251334,Abfall/Sammelstelle,fixed - council,Hier liegt wieder mal Müll herum.,2024,11,1.961863425925926
63130,2024-11-09 11:00:53,2024-11-11 08:13:34,2683344,1247819,Abfall/Sammelstelle,fixed - council,Schöner neuer Park. Abfall überall. Da war die alte Sammelstelle besser,2024,11,1.8838078703703705
63131,2024-11-09 11:23:23,2024-11-11 08:15:17,2682743,1248514,Abfall/Sammelstelle,fixed - council,"Seit einer Woche, trotz Meldung",2024,11,1.869375
63185,2024-11-11 11:49:55,2024-11-21 14:20:41,2686439,1246727,Grünflächen/Spielplätze,fixed - council,"Teppiche, Bretter talwärts deponiert ca 200 Meter weiter unten noch eine Schranktür",2024,11,10.104699074074073
63132,2024-11-09 12:54:48,2024-11-11 16:12:39,2683924,1245974,Signalisation/Lichtsignal,fixed - council,Diese tafel liegt schon seit velo wm hier. Bitte abholen,2024,11,2.137395833333333
63133,2024-11-09 12:56:02,2024-11-11 08:08:33,2678843,1248041,Signalisation/Lichtsignal,fixed - council,Markierung blaue Zone nicht vollständig entfernt.,2024,11,1.8003587962962964
63134,2024-11-09 13:13:49,2024-11-11 08:19:32,2682761,1246680,Abfall/Sammelstelle,fixed - council,"Hinter dem Haus neben dem Hintereingang steht ein Velo mit plattem Vorderreifen und Anhänger, in dem sich Kleider und ein Regenschirm des Park Hyatt Hotels befinden. Dieses Velo gehört scheinbar niemandem aus dem Haus.",2024,11,1.795636574074074
63135,2024-11-09 13:17:22,2024-11-11 08:20:28,2681841,1247773,Abfall/Sammelstelle,fixed - council,Schuhe,2024,11,1.7938194444444444
63136,2024-11-09 13:18:22,2024-11-11 08:21:37,2681890,1247784,Abfall/Sammelstelle,fixed - council,Kot,2024,11,1.7939236111111112
63137,2024-11-09 13:23:04,2024-11-12 07:14:42,2685620,1245829,Abfall/Sammelstelle,fixed - council,Am üblichen Ort beim kleinen Wartehaus des Museumstrams... notorische wilde Mülldeponie (Haushaltsmüll und Elektroschrott). Dieses mal seit ca. 2 Wochen. Gäbe es hier keine griffigen Massnahmen? Vielen Dank.,2024,11,2.7441898148148147
63138,2024-11-09 13:42:08,2024-11-12 07:42:05,2681133,1249842,Allgemein,external,Velo in der Limmat,2024,11,2.7499652777777777
63139,2024-11-09 13:48:51,2024-11-12 15:33:25,2682746,1250710,Signalisation/Lichtsignal,fixed - council,Hier fehlt ein Zebrastreifen. Üblicherweise sind Team und Businseln mit Zebrastreifen an beiden Ende vorgesehen. Vielen Dank für Ihre Bemühungen.,2024,11,3.0726157407407406
63151,2024-11-10 10:19:30,2024-11-11 08:04:00,2682366,1251003,Signalisation/Lichtsignal,fixed - council,"Verkehrstafel Kleber, schmutzig",2024,11,0.9059027777777777
63152,2024-11-10 10:21:53,2024-11-12 07:18:25,2682230,1251099,Abfall/Sammelstelle,fixed - council,"Abfallkübel, Kleber Graffiti Beide Haltestellen",2024,11,1.8725925925925926
63140,2024-11-09 13:51:17,2024-11-12 15:32:51,2682754,1250707,Signalisation/Lichtsignal,fixed - council,Hier fehlt ein Zebrastreifen. Üblicherweise sind Team und Businseln mit Zebrastreifen an beiden Ende vorgesehen. Vielen Dank für Ihre Bemühungen. Habe noch ein zweites Bild zur Illustration mit Kindern die hier die Strasse queren.,2024,11,3.0705324074074074
63142,2024-11-09 15:46:00,2024-11-12 07:42:05,2682606,1247396,Allgemein,external,So sieht es an den Abenden am Wochenende immer aus: Falschparkierende auf den aufgehobenen Parkplätze beim Hallenbad City. Die Autos gefährden an dieser Engstelle Fussgänger/innen und Velofahrende.,2024,11,2.663946759259259
63143,2024-11-09 15:51:49,2024-11-12 06:33:49,2683353,1246788,VBZ/ÖV,fixed - council,"Vier Spuren MIV und schmaler Velostreifen mit Gegenverkehr im Mischverkehr. Wo steht die Bauabschrankung? Antwort: „Natürlich“ auf dem Velostreifen wo sowieso kaum Platz ist! <br/>  <br/> Auf die MIV Fahrbahn damit, subito! <br/>  <br/> Die Velofahrenden und zu Fuss Gehende bedanken sich.",2024,11,2.6125
63144,2024-11-09 16:43:42,2024-11-11 08:22:37,2682477,1244953,Abfall/Sammelstelle,fixed - council,Die Klappe von dem Abfallskübel ist gebrochen,2024,11,1.652025462962963
63145,2024-11-09 18:00:29,2024-11-11 08:03:19,2680445,1250994,Signalisation/Lichtsignal,fixed - council,Graffiti an Verkehrsschild,2024,11,1.5853009259259259
63146,2024-11-09 22:39:40,2024-11-12 07:37:05,2682368,1247510,Allgemein,external,Mehrere Minuten lang… und schon länger als 60min parkverbot.,2024,11,2.3732060185185184
63147,2024-11-09 23:53:44,2024-11-11 09:27:59,2681695,1247866,Abfall/Sammelstelle,fixed - council,Kindersitz,2024,11,1.3987847222222223
63148,2024-11-10 10:14:27,2024-11-12 10:57:36,2682781,1250447,Beleuchtung/Uhren,fixed - council,"Ganze Uhreninstallation, Kleber und schmutzig",2024,11,2.029965277777778
63149,2024-11-10 10:16:01,2024-11-13 09:10:11,2682640,1250276,Abfall/Sammelstelle,fixed - council,Ganze Spinne voller Graffiti und schmutzig,2024,11,2.9542824074074074
63150,2024-11-10 10:17:48,2024-11-21 14:19:32,2682413,1250866,Grünflächen/Spielplätze,fixed - council,Haltestellentafel nicht ersichtlich,2024,11,11.16787037037037
63153,2024-11-10 10:24:13,2024-11-11 08:04:48,2682168,1251205,Signalisation/Lichtsignal,fixed - council,Verkehrsschild schlecht erkenntlich,2024,11,0.9031828703703704
63154,2024-11-10 10:25:38,2024-11-12 07:23:11,2682112,1251333,Abfall/Sammelstelle,fixed - council,"Abfallkübel, Kleber schmutzig",2024,11,1.8732986111111112
63155,2024-11-10 10:27:35,2024-11-11 08:06:28,2682094,1251366,Signalisation/Lichtsignal,fixed - council,"Verkehrsschild, Kleber verschmutzt",2024,11,0.9020023148148149
63156,2024-11-10 10:29:16,2024-11-11 08:05:28,2682035,1251463,Signalisation/Lichtsignal,fixed - council,"Verkehrsschild, schmutzig",2024,11,0.9001388888888889
63157,2024-11-10 11:07:19,2024-11-12 07:29:34,2682583,1252412,Graffiti,fixed - council,Wiedermal graffiti,2024,11,1.8487847222222222
63158,2024-11-10 12:14:58,2024-11-21 15:39:13,2686542,1246286,Grünflächen/Spielplätze,fixed - council,Schraube mit Spitzenkopf die herausschaut. Prov habe ich ein Holzstück reingepresst. Ist beim alten Brunnen bei dem kein Wasser mehr läuft. Meine Tochter hat sich da verletzt beim spielen. Bitte abbauen.,2024,11,11.141840277777778
63159,2024-11-10 12:16:50,2024-11-19 07:48:32,2680710,1250728,Grünflächen/Spielplätze,fixed - council,"Seht geehrte Damen und Herren Angeblich wurde dieser Parkplatz erst kürzlich gebaut, aber wie man sieht, haben sich schon in kurzer Zeit überall Schlaglöcher gebildet, Ausserdem wirbelt es sehr viel Staub auf. Ich weiss nicht, wessen Idee das war, aber das war reine Geldverschwendung. An wen können wir diesen Zustand melden? Ich wünsche Ihnen ein schönes Wochenende. Freundliche Grüsse",2024,11,8.813680555555555
63160,2024-11-10 12:34:11,2024-11-11 09:30:55,2683344,1247820,Abfall/Sammelstelle,fixed - council,Überall Abfall alles dreckig,2024,11,0.8727314814814815
63171,2024-11-10 18:59:34,2024-11-11 14:08:02,2684294,1246790,Grünflächen/Spielplätze,fixed - council,Der neu gepflanzte Baum wurde beschädigt und das Holzgerüst ausgerissen.,2024,11,0.7975462962962963
63173,2024-11-11 05:18:30,2024-11-12 09:22:26,2683113,1247130,Abfall/Sammelstelle,fixed - council,Die Bänke rund um den Paradeplatz sind vermüllt und es stinkt penetrant nach Urin bei den Bänken neben dem Kiosk. Leider kein Bild vorhanden.,2024,11,1.1693981481481481
63184,2024-11-11 11:45:50,2024-11-11 11:59:50,2682205,1244587,Abfall/Sammelstelle,fixed - council,Kleider wurden wahrscheinlich auf Kleidercontainer herausgefischt. Trauriger Anblick!,2024,11,0.009722222222222222
63161,2024-11-10 12:40:26,2024-11-11 11:25:13,2680139,1248063,Signalisation/Lichtsignal,fixed - council,"Falsche Signalisation Bei der Ausfahrt Brahmsstrasse, Einfahrt zu der Letzigraben Strasse, ist linkseitig ein Schild angebracht, Geschwindigkeitsbeschränkung 30 aufgehoben. Obwohl es unmittlbar nachfolgend mit einer 30er Beschränkung auf der Letzigraben Strasse weiter geht. Das angebrachte Schild entspricht nicht den Gegebenheiten vor Ort. Freundliche Grüsse Markus Grossen",2024,11,0.9477662037037037
63162,2024-11-10 12:55:20,2024-11-11 08:12:39,2680467,1246552,Signalisation/Lichtsignal,fixed - council,Schild ausgebleicht Blaue Zone,2024,11,0.8036921296296297
63163,2024-11-10 14:27:30,2024-11-11 09:19:51,2682815,1253384,Abfall/Sammelstelle,fixed - council,Elektro Roller im Bach,2024,11,0.7863541666666667
63164,2024-11-10 15:04:48,2024-11-21 15:39:33,2680269,1246444,Grünflächen/Spielplätze,fixed - council,"Ein Metallspreissel kommt aus dem Drahtseil heraus, welches als Hilfsmittel zum heraufklettern dient. Es besteht die Gefahr sich daran die Haut aufzureissen. Er befindet sich auf der Höhe der drittuntersten Sprosse beim Kletterteil.",2024,11,11.024131944444445
