,detail
8016,"Seit langem war ich gestern wieder mal bei der Lettenbadi, bzw. nähe Dynamo und Platzspitz. Ich war entsetzt, wieviel Abfall auch dort rumliegt und zwar grossflächig.. begonnen beim Bistrowagen neben dem EWZ, der ganze Fussweg neben dem Kanal bis zu den Uferwiesen beim Skulptur-Brunnen zwischen den Brücken. Entlang der Sihl bis zum HB weiss ich nicht..?? Ich bitte Sie sehr, auch dirt regelmässig zu säubern. Beim nächsten Windstoss oder steigendem Pegel landet der ganz Unrat im Fluss, wo er leider definitiv nicht mehr entfernt werden kann! Herzlichen Dank!!"
8018,Wasser fliesst nicht ab
8021,Defektes Velo
8024,Verstopfter Abfluss präzis bei Unterführung Bhf. Leimbach
8025,Wasser läuft nicht ab. Ecke Lerchenstrasse/ Edenstrasse
8026,Abfluss verstopft
8029,Grüezi der Saumstraße liegen schon seit etwa drei Wochen diese Teile wir würden uns freuen wenn diese entfernt werden vielen Dank und einen schönen Abend
8031,Illegaler sperrmüll
8038,ich befinde mich hier vor der Nummer zehn es hat hier drei Bändchen und seit Monaten ist hier dieses Zeugs auf einem der Bänke wir würden uns freuen wenn der dritte Bank ebenfalls wieder begehbar beziehungsweise Besitz Bar ist vielen Dank
8042,Müll auf der Strasse
8046,Bilder vor dem Container auf dem Kehrplatz déponiert.
8047,Weissglas Container überfüllt nur 1 Behälter für Weisses Glas. ist zu wenig.
8049,Kanaldeckel verstopft. Bei Regen gibt es einen grossen See.
8051,Tiefkühler entsorgt
8052,Bambusstöcke bei Grillplatz entsorgt
8053,Liegt hier schon seit zwei Wochen in der Garageneinfahrt...
8054,"Abfalleimer und der Robidog-Dispenser bei der Gartenhofstrasse (vor Liegenschaft Nr. 27) sind sang- und klanglos verschwunden... Deren Demontage war eine prima Idee, denn jetzt sieht die Gartenrabatte innert kürzester Zeit wörtlich verschissen aus. Falls kein Ersatz mehr montiert wird, nehmen wir dies als Aufhebung der Kotaufnahmepflicht in der Stadt so zur Kenntnis."
8056,Halb gestohlenes Fahrrad
8058,"Bis jetzt, 18.7.2016, 22 Uhr, wurde das bereitgestellte Altpapier nicht eingesammelt. Das einfach zur Info, evtl. bleibt es nun zwei Wochen dort???"
8065,Diverses Sperrgut inkl Tv auf der Strasse
8070,Graffiti
8074,TK illegal entsorgt
8079,Eine Schachtel mit Styropor-Chips: Gratis zum minehmen. Und gebündelter Karton. Leider ohne Adresse
8088,Temporärer Bach hat Kies auf den Gehweg gespült...
8097,Ziemlich viel Müll rund um die Parkbank. Wie wäre es mit einem Abfalleimer?
8099,"Wilder Mühllhaufen mit verschiedene Kleider, Karton, metal usw."
8103,"Alles voller Müll, beidseitig dem Strassenverlauf"
8105,Überbleibsel des Zürfäschts
8109,Seit letzter woche grosse sauerei!
8111,Wieder Möbel von ausziehenden Nachbarn zum Abholen auf der Straße.
8116,Kaputtes velo liegt schon seit wochen rum
8117,Erneut und seit Wochen diverser Abfall rund um die Containeranlage
8127,Velo steht schon mehrere Wochen da
8132,"Matratze liegt im Bach, Kreuzung Wasersteig/Stocktobelweg."
8148,Velorahmen ist am Zaun seit Wochen befestigt. Das Velo ist fahruntüchtig.
8151,Die Müllcontainer und der Bio Abfall der neuen Überbauung Speich Areal stehen auf dem öffentlichen Gehweg und Sind meist gefüllt und sind damit ein ästhetisches und auch geruchstechnisches Ärgernis. Das ist leider einer der Schandflecken an diesem Platz trotz der neuen schönen überbauen.
8158,1. Seit 3 Wochen Liegen da 2 grosse schwarze Abfallsäcke und eine Holzkiste. Bitte abholen. Sie stinken bei dieser Hitze!
8163,Warum ist der Hundekot-Containerdirekt neben dieser einladenden Parkbank platziert ? Schade oder... etwas mehr Abstand wäre angebracht! 
8164,Illegale Mülldeponie... <br/>  <br/> Danke!!!
8165,"Samstag 30.07.2016 . 10:00 am bei der Spielplatz zwischen Schulhaus Altweg und Schulhaus In de Ey. Manchmal finden man ein Bier Flasche oder so , diesmal war zu viel Abfall überall und Flaschen auf der Boden."
8169,Ansammlung von Zigarettenstummel vor der Kirche bei den Bänkli. Ungepflegt für Kirchenumgebung.
8172,Dreckige tramhaltestelle. Nicht soooo schlimm wie schon mal trotzdem unangenehm. Das war Samstag 30.7.um 8.25.
8174,"Toilette nicht zugänglich. Meldung ""Automatische Reinigung"" geht nicht weg."
8177,Waldrand Wehrenbachtobel Höhe Haus Quarzstrasse 41: Nach heftigem Regen wird Ablauf zum Springbrunnen. Ist das abführende Rohr verstopft oder nur zu klein?
8180,Abfluss verstopft (kein Originalbild)
8184,"Die Baumkränze vom neu gestalteten Röschibachplatz sind zum Teil voller Abfall. Ich bitte sie um sorgfältige Reinigung. Die Natur ist unsere Lebensgrundlage. Sie braucht & verdient unseren respektvollen Umgang. Herzlichen Dank, "
8185,"Herrenloses Velo, golden gespritzt, nicht abgesperrt, seit ca Mitte Juli."
8187,Treppenabgang Viadukt vermüllt.
8190,"Immer nach warmen Tagen ist der Hundeabfalleimer überfüllt mit Kericht. Grund: leider ist kein normaler Abfalleimer in der Nähe, obwohl auf der kleinen Wiese im Sommer immer viele Menschen sitzen und Boote einwassern."
8192,Hier liegr ein Velorad auf dem Dach
8195,"Vor diesem Haus an der Bremgartnerstrasse häufen sich seit Jahren immer wieder alte Möbel, defekte Haushaltgegenstände etc. Auch heute wieder (siehe Bild). Bitte bringen Sie die Verantwortlichen dazu, auf ihr systematisches Littering zu verzichten."
8198,Abfall entsorgt
8208,Zerlegtes Möbel / Sperrgut liegt seit mehreren Tagen unter Baum
8211,Metallgestell illegal entsorgt
8219,"Herrenloses, verwahrlostes Velo seit mehreren Wochen"
8221,"Verwahrlostes Fahrrad, seit mehreren Wochen."
8226,Seit Tagen liegt dort illegal entsorgter Abfall. Das Bachufer des Glatt-Zuflusses ist ebenfalls beidseitig übersät mit Abfall. Seit 3.8.16 liegen am Glattufer beim Ausbildungs- und Kompetenzzentrum bündelweise nicht ausgetragene Zeitungen.
8239,Haben vielleicht (Fahrrad-) Diebe hier ihr Werkzeug liegen gelassen?
8241,Wann wird diese Schweinerei an der AEMTLERSTRASSE 102 endlich Konsequenzen haben? Klarer Verstoss gegen die Gemeindeordnung aber nichts wird unternommen (vielleicht weil das Gebäude der ASYLORGANISATION gehört?).
8245,Wilde Deponierung von Sperrgut/Abfall
8246,"Und guten Montag, wahrscheinlich habe ich sich's nicht gut beschrieben letztes Mal... die Meldung über den Sperrgut der hier am Baum liegt siehe Foto das ist Saumstraße Berta Straße Ecke Richtung Friedhof wir würden uns freuen wenn es doch noch wegkommt danke"
8247,Abfall wurde einigen Wochen deponiert. Bitte entsorgen.
8266,Auf der Hecke liegt ein Fahrrad
8267,"Töff umgefallen, benzin läuft aus"
8268,"Herrenlose, unverschlossene velos stehen seit mind. 1 woche an den baum angelehnt"
8269,Sperrmüll seit mehreren Tagen schon auf dem Gehweg.
8270,Defekte Velopumpe. Der Hebel um das Ventil zu arretieren ist abgerrissen.
8279,"Guten Morgen, mitten auf der Schulwiese ist dieser Asbestbinder es wäre schön wenn das offene Park weg käme. Ein Gruss aus dem MZ Park"
8281,"Seit mehreren Wochen liegt ein Bügelbrett Mitten im Schanzengraben. Ca. 10m oberhalb der Usteribrücke. Wäre schön, wenn während der Touristensaison auch im Wasser gereinigt würde. Danke für ihre tolle Arbeit, die sie für die Stadt leisten."
8288,Im Abfalleimer der Bushaltestelle entsorgte Haushaltabfälle werden fast jede Nacht vom Fuchs herausgezogen und auf dem Trottoir und in unserm Garten verstreut.
8289,Woche für Woche liegen an der gleichen Dtelle mehr Robidog Säcke auf dem Trottoir
8290,"Dieser öffentliche Abfallkübel bitte ersetzen mit einem Züri Haifisch Kübel. Leute schmeissen immer mal wieder Hausmüll rein und dann kommen junge Füchse, die alles raus rupfen... Und es ist dann immer eine riesige Sauerei am Boden. Zudem hat es leider keinen Abfallkübel beim neuen Platz bei den Bänkli..."
8294,Wie immer
8296,"Hier hats immer viel Abfall, Alu-Dosen, warum wird kein Alu-Sammelbehälter hingestellt, hier wärs optimal ? Leider sieht mans auf den Fotos schlecht."
8302,"Wie schon vor 10 Tagen gemeldet: schon wieder Müll vor diesem Haus. Bitte nicht einfach nur wegräumen, sondern das Gespräch mit den Verantwortlichen Leuten suchen - das ist ein chronischer Fall von Littering, und das seit Jahren."
8303,Das Velo steht sicher schon seit Juni hier an der gleichen Stelle bei der Haltestelle des 3er Richtung Klusplatz.
8305,"Kühlschrank, Koffer und sonstiger Abfall"
8306,Durchführung stinkt
8307,Altmöbel-Entsorgung an der Gutstrasse 158-170
8310,An der Klingenstrasse 55 wurde ein kaputtes Sofa deponiert. Vielen Dank für Ihre freundlichen Bemühungen.
8311,Sofa entsorgt
8312,"Grüezi, dieses Plakat hängt schon über ein Jahr und wirbt für ein Open-Air von 2015."
8313,"Diese wilde Deponie besteht schon seit über 2 Monaten und ist ein Schandfleck unserer Strasse. Ich wäre sehr froh, wenn man diese beseitigen könnte. <br/>  <br/> Vielen Dank und freundliche Grüsse "
8321,Wilde Ablagerung an Tramhaltestelle Albisrieden
8326,Abfall wurde nicht wie gesagt bis am 5. August abgeholt und liegt immer noch dort im Wasser!
8329,"Ist nur Symbolbild: Fussgängerunterführung ca. Höhe Bucheggstrasse 103. ALLE schwarzen ""Handläufe"" total verdreckt,meist mit Vogelscheisse und sonst undefinierbarem Zeugs. Bitte mal kräftig reinigen."
8337,Müll in den Bäumen 
8341,Glascontainer Tramstrasse/Schörlistrasse Besteht die Möglichkeit auch abschliessbare Deckel zu erhalten wie auf dem Bild (stehen am Zürihorn) damit Ruhe ist nach den Oeffnungszeiten! Wird leider nie eingehalten.
8344,"Herrenloses Fahrrad, seit einiger Zeit in Baumscheibe"
8345,"Der Spielplatz GZ Hirzenbach ist immer zugemüllt. Im Kiesplatz, wo die Kinder spielen hat es neben diversen Abfällen auch sehr viele Zigarettenstümmel und Scherben. Mit kleinen Kindern können wir so den Spielplatz leider nicht mehr nutzen."
8346,"Der Spielplatz GZ Hirzenbach ist immer zugemüllt. Im Kiesplatz, wo die Kinder spielen hat es neben diversen Abfällen auch sehr viele Zigarettenstümmel und Scherben. Mit kleinen Kindern können wir so den Spielplatz leider nicht mehr nutzen."
8349,Biletterstrasse Ecke züribergstrase Grünabfall auf trottoir
8350,Littering Ecke freudenberdstr forsterstrasse ( beim pärkli )
8351,Unterhalb der Waldstrasse liegt dieses Teil
8354,Geschäft lagert Müll im öffentlichen Raum.
8355,"Seit ca. zwei Wochen liegt ein ""herrenloser"" grosser, weisser Karton auf dem Trottoir rum. Desweiteren sieht die (öffentliche) Gegend rund um das redl.ch ziemlich verwahrlos aus.. Gestrüp wuchert zwischen den Parkplatzbegrenzungen oder ist verdörrrt, Zigarettenstummel bilden beinahe einen Teppich rauf zum Schaffhauserplatz. Vielen Dank für Ihre Unterstützung."
8356,"Max-Bill-Platz, ein Platz - drei Pflegekonzepte! <br/>  <br/> Rechts: der Kiesstreifen wird ca. alle zwei Wochen, am Samstag von Unkraut befreit. Und regelmäßig wird dieser Teil ""gefözzelt"" <br/>  <br/> Mitte: der geteerte Fussweg wird täglich mit der Maschine geputzt und die Abfallkübel geleert, dies auch Sonntags. <br/>  <br/> Links: der eigentliche Platz, wird verwahrlost, im Glücksfall wird einmal im Jahr einen halben Tag, ein bisschen Unkraut aus den Fugen gekratzt. Dieser Tag reicht aber jedesmal nur für die linke Seite des Platzes. Rechts wuchert das Unkraut und der Dreck und Abfall bleibt liegen. Ich glaube da sind drei verschiedene Amtsstellen involviert. Auf alle Fälle weder überschaubar noch nachvollziehbar! Grosse Diskussion und Kopfschütteln bei der Anwohnerschaft, über die Verwahrlosung eines so teuer gebauten Platzes."
8360,Riese Sauerei im Park neben dem Abfalleimer
8362,Guten Tag Keine grosse Sache. Hier hat jemand wild entsorgt und die Kehrrichtabfuhr hat dem Ramsch schon 2x liegenlassen. Es ist nicht viel aber müsste halt trotzdem irgendwann weg. Besten Dank
8371,Der Abfall liegt seit Wochen.
8372,Unbekannte Objekt liegt seit mindestens 3 Wochen auf dem Trottoir.
8381,Seit 22.8.2016 deponiert. Illegal entsorgt mit Schild: Gratis zum mitnehmen
8384,Auf der Brache gegenüber Rossbergstrasse 48 wurde heute Nacht ein grosses Sofa wild deponiert. Bitte abholen. Merci!
8385,Container steht an der Wasserwerkstrasse statt Imfelsteig 12 (wurde entwendet)
8390,Abfall
8392,Seit mehr als 3 Wochen ist dieser Abfall bei der Garageneinfahrt der Dennlerstrasse 25. Leider fühlt sich niemand zuständig.
8398,"Neben den Altglascontainern liegt viel Müll. Es riecht und sieht aus als ob dieser gebrannt hat. Früher stand dort eine (private) Tonne. <br/>  <br/> Ca. Albisstrasse 81, 8038 Zürich, gegenüber Denen"
8402,Velo steht seit Monat hier
8403,Glasscherben am boden hab grad keinen besen dabei
8408,Es sammelt sich immer mehr Sperrmüll vor dem Haus.
8414,In der Nacht zwischen dem 27.8.2016 Samstag und 28.8.2016 Sonntag wurde ein Bett mit Inhalt auf dem Trottoir deponiert. Freundliche Grüsse 
8415,Illegale Mülldeponie <br/>  <br/> Danke!!!
8426,Lose Kleidumgsstücke am Srassenrand verteilt - siehe Foto
8427,"Am Freitag, 26.08.2016 wurden erneut die gebündelten Zeitungen in der Zypressenstrasse - zwischen Kanzleistrasse und Bullingerplatz - NICHT eingesammelt, obwohl dies so im Abfuhrkalender vermerkt ist. Zum x-ten Mal wurde der untere Teil der Zypressenstrasse vergessen!"
8428,Abfall
8430,Defektes Velo
8432,Abfall an der Limmat
8435,Veloleiche
8437,Abfall beim Velo-/Töffparkplatz unter der Rampe Hardturmszrasse. Überreste von der Streetparade. Bitte reinigen. Danke
8441,Grill und Abfall rundherum
8443,Velo aus Fluss steht da.
8446,"Seit einigenTagen wird an der Strassenecke Zürichbergstrasse/Krähbühlstrasse bei der Tramhaltestelle Zürichberg jeweils am Vormittag Sperrgut deponiert. Liegebetten, Wäschezeine, Spielwaren etc."
8449,Beerendrama
8451,Sammelstelle quillt über
8452,1. September: Erneute Müllablage Ecke Zürichbergstrasse/Krähbühlsttrasse.
8454,Strassennamen nicht lesbar.
8457,Starke Verschmutzung Trottoir
8460,Siehe Meldung 9212: Abfall beim Velo-/Töffparkplatz unter der Rampe Hardturmszrasse. Überreste von der Streetparade. Bitte reinigen. Danke Hat leider nicht geklappt. Abfall ist immer noch da. Bitte nochmals versuchen.
8461,Die Unterführung am Zehntenhausplatz ist in einem sehr schlechten Zustand. Es liegen Sand und Glasscherben auf dem Boden. Fliessen an den Rändern und am Boden sind schwarz vor Dreck. Eine gründliche Reinigung des Bodens und der Ränder wäre hier einmal zwingend nötig.
8468,Dieses Velo steht schon ca 3 Jahre unbenutzt hier. Bitte entsorgen.
8471,Abfall bei unterführung.
8473,Abfall überläuft
8474,Verdreckter Spielplatz. Geht gar nicht kinder in Müll spielen zu lassen! Bitte sofort reinigen
8476,"Unerlaubte Müllentsorgung. Karton, Papier und Haushaltsmüll."
8478,Kaputt vorgefunden. Brand oder Explosion
8479,Grünzeug auf Trottoir schon Monate billetterstrasse Ende
8480,1. Schrecklich viel Unrat und ungeleerte Abfalleimer - jeden Sonntag: warum erst am MO reinigen und nicht wie Innenstadt SO früh? 2. Riesen Schlagloch: wenn da mal jemand rein stolpert... im Dunkeln!?
8485,"Seit längerer Zeit stehen 2 defekte Stühle und nun neu eine zerbrochene Scheibe vor den Containern. Ich find, dass dies sehr gefährlich ist, zumal sich in der Nähe eine Kita befindet, (Verletzungsgefahr)"
8493,Unterführung stinkt nach Urin und es liegt Kot dort. Die Schüler des Schülerclubs Nordstrasse müssen täglich durch die Unterführung zur Turnhalle.
8498,Mehrere EuroPaletten entsorgt
8500,"TV und Einkaufswagen deponiert, Glasscherben auf Fussweg"
8501,An der Rümlangstrasse 70/72 wurde heute der Karton nicht mitgenommen.
8502,Einkaufswagen mit sperrgut auf trottoir
8513,Diese Velo wurde schon vor einigen Wochen am Kandelaber festgemacht. Jetzt liegt es rum. Scheint herrenlos zu sein.
8517,"Sehr geehrte Damen und Herren Leider kommt es immer wieder vor, dass bei der Kehrichtsammelstelle vor unserem Büro etwas liegenbleibt. Wir sind Ihnen für die Sauberkeit vor Ort sehr dankbar! Freundliche Grüsse "
8522,Illegale Entsorgung
8525,"Siehe Meldung 9212&9236: Abfall beim Velo-/Töffparkplatz unter der Rampe Hardturmszrasse. Überreste von der Streetparade. Bitte reinigen. Danke Hat leider auch das zweite mal nicht geklappt. Abfall ist immer noch da. Schade,dass sie 2x versprochen haben, dass gereinigt wird aber gemacht worden ist NICHTS!"
8526,Guten. morgen <br/>  <br/> Hintereingang erz wurde ein bürostuhl deponiert
8533,Bauabschrankung nach Bauarbeiten nicht entfernt
8537,Unglaubliche schweinerei...bitte putzen
8544,"Hirschenplatz, Dienstag 6.9.2016. Da hängen 3 Paar Schuhe am Kabel. Sieht nicht schön aus. Kunst scheint es auch nicht zu sein!"
8547,Entsorgtes / geklautes Velo im Gebüsch.
8548,Bike steht schon lange da
8551,Müll liegt rum
8553,Velo muss vermutlich entsorgt werden
8554,"So sieht es seit 1 September - als ich es zum erstenmal bemerkt habe - aus, wenn man über kalkbreite zu den schienen Bahnhof Wiedikon geht. Ist immer wieder so. Bitte täglich reinigen und Abfalleimer aufstellen. Danke"
8560,"Verlassenes Fahrrad an Geschäftsecke Niederdorfstrasse, Mühlegasse 12. Das Velo ist seit ca. zwei Wochen nicht benutzt an einer Verkehrs Tafel angebracht. Es hindert uns an der Reinigung der Geschäftsfassade. Vielen Dank, Freundliche Grüße"
8561,"Das Sihlquai -Trottoir, der Wiesenstreifen und das Flussbord sind voller Abfall. Bitte reinigen, bevor der nächste Wind allen Unrat in die Limmat weht. Herzlichen Dank!"
8566,Könnte man diese Baumscheibe mal vom Abfall befreien.
8576,"Guten Morgen,an der Saumstrasse auf dem Gehsteig, Nähe vom Stopp, hat vorgestern jemand ein Sofa abgestellt.. es befindet sich neben den offenen Parkplätzen der Genossenschaft Danke für Ihren Einsatz Gruss S.Meierhofer"
8578,Velo ist seit zwei Wochen am Tor zum Spielplatz angekettet. Tor ist nur schwer zu bedienen.
8579,Scherben (Foto nachher erstellt)
8581,Das steile Ufer vom Parkplatz zur Limmat ist voller Müll. Beim nächsten Wind mit Regen droht aller Unrat in die Limmat geweht zu werden. Bitte unvedingt vorher säubern! Das darf nicht passieren! Vielen herzlichen Dank!
